"","input_corr","input_gini1","input_gini2","input_badrate","theor_gini_combined","actual_gini1","actual_gini2","actual_corr","actual_rho","actual_bad_rate","gini_model","gini_model_rho","gini_logistic","gini_probit","diff.logistic","diff.probit"
"1",0.211377091992181,0.487460401281714,0.831612950004637,0.190687101106159,0.891262129532718,0.467852568592527,0.844060027743517,0.206857455710258,0.202413214520132,0.1868,0.895714682676396,0.896894808558942,0.893857876093704,0.893858797717743,-0.00185680658269116,-0.00185588495865274
"2",0.392026049487758,0.377492686547339,0.17204006575048,0.0287754759308882,0.378187651211194,0.335181393143269,0.175166032646147,0.373107906068792,0.35690497088905,0.0283,0.339067778384949,0.339920256772578,0.338430225560027,0.338448407966658,-0.000637552824922061,-0.000619370418291521
"3",0.648594541128259,0.163502322509885,0.821831050142646,0.165859990792815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",0.27503963162424,0.683869011513889,0.56350604314357,0.0853456372837536,0.773132315471365,0.690998908715499,0.605869830934691,0.284806990814682,0.270179260981793,0.0862,0.795504790809569,0.799363767875226,0.790111053051458,0.790114099913723,-0.00539373775811147,-0.00539069089584632
"5",0.484221056546085,0.18079800400883,0.3628666523844,0.186777719568927,0.36291891884035,0.174980541165528,0.361776874184505,0.48611405014516,0.468346515867465,0.1816,NA,0.361835832401754,0.361780776717007,0.361782122417869,NA,NA
"6",0.0768749674852006,0.454211066290736,0.878319320827723,0.252839320618659,0.972146869228977,0.459072790658602,0.876163684475807,0.0768847069398952,0.0790765536947655,0.256,0.973018989056715,0.972167568902925,0.971063298051075,0.971061827956989,-0.00195569100563953,-0.00195716109972555
"7",0.886813644119538,0.789230147749186,0.262974614277482,0.121259145902004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",0.914663711450994,0.435212696902454,0.708996028080583,0.064813945768401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",0.344590021767654,0.809042432531714,0.446046495065093,0.171298392293975,0.827848683189247,0.803780254471534,0.402694596145457,0.324064856878155,0.316027127692271,0.1655,0.817067276626511,0.818220041632165,0.818560239230033,0.818560384042401,0.00149296260352116,0.00149310741588971
"10",0.766965363174677,0.168663914874196,0.747152394987643,0.0107850858033635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",0.698691508574411,0.613614520616829,0.158679395541549,0.477649230042007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
