"input_corr","input_gini1","input_gini2","input_badrate","theor_gini_combined","actual_gini1","actual_gini2","actual_corr","actual_rho","actual_rho2","actual_bad_rate","gini_model","gini_model_rho","gini_model_rho2","gini_logistic","gini_logs","gini_probit","diff.logistic","diff.logistic2","diff.logs2","diff.probit"
0.816427669173572,0.19176250230521,0.146637166850269,0.273070827862248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.115682509706821,0.663260935805738,0.550764458626509,0.0547764108888805,0.788495258399188,0.633499483308186,0.509604063671957,0.041881367183591,0.104581634761816,0.109462908081763,0.0545,0.769143885225507,0.751197551238502,0.749855302210044,0.599250530033621,0.782295470092519,0.596641939850281,-0.169893355191886,-0.150604772176423,0.0324401678824748,-0.172501945375227
0.29678274536971,0.517106018029153,0.35896954741329,0.369973915526643,0.564491687556125,0.508638204120519,0.351088569046768,0.190719371230989,0.296185777533858,0.308923240115428,0.378,0.576605551923908,0.554443526276788,0.552033846994497,0.48344110992021,0.555620544752378,0.480343319893159,-0.0931644420036979,-0.0685927370742869,0.00358669775788112,-0.0962622320307485
0.352995129295159,0.892565492913127,0.792248200625181,0.374393318616785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.955543027811218,0.207079587876797,0.457813832722604,0.0926692535844631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.957884924411774,0.275676301494241,0.391397029347718,0.29259323787177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.527761442635674,0.102811283245683,0.209814717248082,0.155968695844058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.328833954522852,0.838678287342191,0.809729866869748,0.438325294086244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.647305319658481,0.611224930919707,0.701906226947904,0.215160332436208,0.733007185871213,0.607787705693094,0.691913291143079,0.402726022237146,0.622519550517195,0.640418718559659,0.2169,0.783411740532095,0.729746728234818,0.726028306160393,0.699810996936847,0.730700749035689,0.699395229054722,-0.0836007435952479,-0.026217309223546,0.00467244287529578,-0.0840165114773732
0.608404045735952,0.316685671545565,0.521212189644575,0.173676900067367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0139882871950977,0.275735685974359,0.327083281613886,0.0547542958054692,0.42134723413438,0.27573898079231,0.354035260770778,-0.0328553931989281,0.0066885296828853,0.00700419758755191,0.0549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
