"input_corr","input_gini1","input_gini2","input_badrate","theor_gini_combined","actual_gini1","actual_gini2","actual_corr","actual_rho","actual_rho2","actual_bad_rate","gini_model","gini_model_rho","gini_model_rho2","gini_logistic","gini_logs","gini_probit","diff.logistic","diff.logistic2","diff.logs2","diff.probit"
0.816427669173572,0.19176250230521,0.146637166850269,0.273070827862248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.115682509706821,0.663260935805738,0.550764458626509,0.0547764108888805,0.788495258399188,0.899097967081749,0.571616983131726,0.579841309642939,0.55722503873225,0.575281078710767,0.0523,0.899102183559172,0.899393858196844,0.899124539973061,0.89813034314132,0.898189659538008,0.899445391690984,-0.000971840417852032,-0.000994196831740846,-0.00093488043505352,0.000343208131811323
0.29678274536971,0.517106018029153,0.35896954741329,0.369973915526643,0.564491687556125,0.638392418904498,0.346966014061963,0.543692084677217,0.525700147657001,0.543586528592034,0.3703,0.638487821444831,0.638878494454984,0.63848925294148,0.63857965791013,0.638745110975561,0.638616711162728,0.0000918364652986448,0.0000904049686496489,0.000255858034081013,0.000128889717896596
0.352995129295159,0.892565492913127,0.792248200625181,0.374393318616785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.955543027811218,0.207079587876797,0.457813832722604,0.0926692535844631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.957884924411774,0.275676301494241,0.391397029347718,0.29259323787177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.527761442635674,0.102811283245683,0.209814717248082,0.155968695844058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.328833954522852,0.838678287342191,0.809729866869748,0.438325294086244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.647305319658481,0.611224930919707,0.701906226947904,0.215160332436208,0.733007185871213,0.826329580986224,0.714944513824098,0.628445485643578,0.610037111488371,0.628021809395309,0.2193,0.86628107675107,0.87083447223893,0.86638436147427,0.871764036519195,0.878010958748235,0.871993816159114,0.00548295976812518,0.0053796750449242,0.0116265972739649,0.00571273940804473
0.608404045735952,0.316685671545565,0.521212189644575,0.173676900067367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
