"","c.0.816427669173572..0.115682509706821..0.29678274536971..0.352995129295159..","c.0.505148622952402..0.602504323236644..0.708706178702414..0.868279206380248..","c.0.468614982254803..0.433237930759788..0.39817062728107..0.767364801093936..","c.0.417587387894746..0.27393168695271..0.0286244471976534..0.175082163228653..","c.0.515517631631288..0.713300807079841..0.725653824310715..0.991217207464725..","c.0.467739306207616..0.595597964757753..0.640135510639108..0.877819646281065..","c.0.451323682837767..0.420505215433088..0.33508431350158..0.75720874451247..","c.0.825206369241203..0.155230086132137..0.306239438729412..0.353190615969197..","c.0.810509526509527..0.137185709185709..0.300969528969529..0.321017049017049..","c.0.82351498983877..0.143537032395894..0.313871678202007..0.334587582391718..","c.0.432..0.277..0.027..0.161..0.357..NA..0.465..NA..0.414..0.38..","c.0.482814047815428..0.689044243054032..0.651318891875129..0.988141542843078..","c.0.484800016960118..0.694325865587279..0.651888324450048..0.9983947258935..","c.0.483040749329455..0.692449029664295..0.650516002715348..0.994033544553617..","c.0.483462115284298..0.694913392353361..0.645160062426249..0.994077539810037..","c.0.493218570683359..0.71089174169001..0.739027825358761..0.920254073542149..","c.0.483160537297861..0.694873446480019..0.646225876441704..0.994225601314786..","c.0.000648067468870694..0.0058691492993288...0.00615882944887969..","c.0.000421365954843544..0.00246436268906614...0.0053559402890988..","c.0.0101778213539045..0.0184427120257149..0.0885118226434123..","c.0.000346489482433654..0.00582920342598703...0.00509301543342544.."
"1",0.816427669173572,0.505148622952402,0.468614982254803,0.417587387894746,0.515517631631288,0.467739306207616,0.451323682837767,0.825206369241203,0.810509526509527,0.82351498983877,0.432,0.482814047815428,0.484800016960118,0.483040749329455,0.483462115284298,0.493218570683359,0.483160537297861,0.000648067468870694,0.000421365954843544,0.0101778213539045,0.000346489482433654
"2",0.115682509706821,0.602504323236644,0.433237930759788,0.27393168695271,0.713300807079841,0.595597964757753,0.420505215433088,0.155230086132137,0.137185709185709,0.143537032395894,0.277,0.689044243054032,0.694325865587279,0.692449029664295,0.694913392353361,0.71089174169001,0.694873446480019,0.0058691492993288,0.00246436268906614,0.0184427120257149,0.00582920342598703
"3",0.29678274536971,0.708706178702414,0.39817062728107,0.0286244471976534,0.725653824310715,0.640135510639108,0.33508431350158,0.306239438729412,0.300969528969529,0.313871678202007,0.027,0.651318891875129,0.651888324450048,0.650516002715348,0.645160062426249,0.739027825358761,0.646225876441704,-0.00615882944887969,-0.0053559402890988,0.0885118226434123,-0.00509301543342544
"4",0.352995129295159,0.868279206380248,0.767364801093936,0.175082163228653,0.991217207464725,0.877819646281065,0.75720874451247,0.353190615969197,0.321017049017049,0.334587582391718,0.161,0.988141542843078,0.9983947258935,0.994033544553617,0.994077539810037,0.920254073542149,0.994225601314786,0.00593599696695923,4.39952564195156e-05,-0.0737794710114681,0.00608405847170834
"5",0.955543027811218,0.482294252328575,0.496184713207185,0.36631380259525,0.497111817690848,0.469913004081882,0.466053295346132,0.950065410559107,0.946790518790519,0.951362504484936,0.357,0.474326925770649,0.474732273680947,0.474167030717815,0.472762044164478,0.494604684797714,0.472840458111705,-0.00156488160617152,-0.00140498655333765,0.0204376540798987,-0.00148646765894411
"6",0.957884924411774,0.156065354496241,0.359349031932652,0.425736649415921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",0.527761442635674,0.596938432566822,0.857054927572608,0.483110740438569,0.884207096420232,0.624721133554417,0.871289317656517,0.537889103178653,0.514582366582367,0.532373143206677,0.465,0.902463964563189,0.908552170659506,0.903868573519464,0.902562556526982,0.904958295648679,0.902522359561853,9.85919637934707e-05,-0.00130601699248167,0.00108972212921477,5.83949986643351e-05
"8",0.328833954522852,0.84004622977227,0.890366167202592,0.442539917372633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",0.647305319658481,0.683020460419357,0.665945172123611,0.428336671846919,0.751680211447809,0.661192725593972,0.65726863530692,0.641511497533231,0.62393945993946,0.641827175718881,0.414,0.735322369076242,0.73976813191354,0.735243241442828,0.733450396530972,0.734934296219353,0.733433908756657,-0.00187197254526938,-0.00179284491185561,-0.000308945223474577,-0.00188846031958456
"10",0.608404045735952,0.758409298583865,0.889388337172568,0.347572681116872,0.943856418797513,0.74179117147708,0.913378607809847,0.603997563943515,0.581008205008205,0.599088978351352,0.38,0.958060738101391,0.965172330171899,0.959550704933698,0.961112054329372,0.963183361629881,0.961188455008489,0.00305131622798083,0.00156134939567343,0.00363265669618262,0.00312771690709801
"11",0.0139882871950977,0.589191897213459,0.27160803321749,0.329149169789162,0.651793860073816,0.562877997914494,0.224219673270768,-0.0284692780282495,-0.0207977487977488,-0.0217789211630795,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",0.755745603132527,0.683365347608924,0.578717915900052,0.386656675422564,0.692347273934612,0.701614402913104,0.571605883294195,0.762717701778405,0.748088092088092,0.76351674048582,0.363,0.705367177042929,0.706991735390896,0.705284845618062,0.705679601783498,0.713092102702492,0.70580069281368,0.000312424740568806,0.000394756165436272,0.00780725708443075,0.000433515770750681
"13",0.355712165683508,0.380511415749788,0.540322754904628,0.025731238250155,0.570257043933491,0.565374358974359,0.618133333333333,0.357465082735377,0.341097413097413,0.355300467878505,0.025,0.700763098935582,0.704215171539794,0.701216649697549,0.668841025641026,0.791753846153846,0.668676923076923,-0.0319220732945564,-0.0323756240565232,0.0905371964562975,-0.0320861758586588
"14",0.100337206847034,0.602020157314837,0.328079293854535,0.169610681741033,0.659267277555118,0.61361869720682,0.372115576810607,0.0747831048687348,0.0679807999808,0.0711742956439657,0.161,0.694275261274379,0.69614694095645,0.695265412296873,0.699494369961282,0.715085246411359,0.699686849917456,0.00521910868690312,0.00422895766440923,0.0198198341144866,0.005411588643077
"15",0.55122925439151,0.674983424507081,0.494890847802162,0.0202279271697626,0.684271020709535,0.804933242815117,0.453496266123557,0.542725410586667,0.528400512400512,0.546307348445931,0.018,NA,NA,NA,0.805272686128083,0.524439918533605,0.805046390586105,NA,NA,NA,NA
"16",0.419976235509384,0.703131720982492,0.129295415244997,0.475730900573544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",0.415089976661839,0.252234067581594,0.137582378461957,0.471434409699868,0.254945591094616,0.22236437663947,0.137916606318093,0.445488573510525,0.429074757074757,0.445555721721971,0.462,0.226697065457865,0.227440467072231,0.226694122822052,0.229123416855759,0.259217238771142,0.228970533803248,0.00242635139789349,0.00242929403370673,0.03252311594909,0.00227346834538222
"18",0.924076850877609,0.519011515192688,0.839872208982706,0.0378685260517523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",0.665345077975653,0.247493917681277,0.835220632143319,0.244499877297785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",0.751105782631785,0.447933913581073,0.703402179479599,0.262491999836639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",0.370141448106151,0.636122377216816,0.88832894936204,0.156424202399794,0.941279004971811,0.579088066175729,0.911042738491543,0.314232764704845,0.294469674469675,0.307147584079623,0.138,0.951858003149734,0.956431214873115,0.95347619280489,0.947526816638085,0.95347859712835,0.947694946030465,-0.00433118651164932,-0.00594937616680524,2.40432346010344e-06,-0.00416305711926879
"22",0.72106667148415,0.577772016078234,0.373061993159354,0.249323975667357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",0.677007312839851,0.894675363786519,0.566087018884718,0.283152743617538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",0.292368290000595,0.723072837851942,0.261616931855679,0.488015568263363,0.726424382851342,0.767630867781003,0.293444099689721,0.301866179183802,0.305640893640894,0.318701960369982,0.485,0.772535604907437,0.772187556606173,0.771076822868131,0.768984085677109,0.778424582123912,0.768976078470623,-0.0035515192303277,-0.00209273719102154,0.00734775925578068,-0.00355952643681356
"25",0.571984048567247,0.677619410865009,0.808706714399159,0.106909446304198,0.841936096036826,0.638553732303732,0.756776866151866,0.525666823396553,0.503391923391924,0.521068253966636,0.112,0.80093905864028,0.805736436527484,0.801917591158658,0.802626287001287,0.817245817245817,0.80284749034749,0.00168722836100677,0.000708695842628559,0.0153282260871588,0.00190843170721
