"input_corr","input_gini1","input_gini2","input_badrate","theor_gini_combined","actual_gini1","actual_gini2","actual_corr","actual_rho","actual_rho2","actual_bad_rate","gini_model","gini_model_rho","gini_model_rho2","gini_logistic","gini_logs","gini_probit","diff.logistic","diff.logistic2","diff.logs2","diff.probit"
0.816427669173572,0.505148622952402,0.468614982254803,0.417587387894746,0.515517631631288,0.506822318906385,0.470847139908049,0.801894986208903,0.80190405677715,0.815294421423509,0.41829,0.519400513626244,0.519399287308369,0.517616307499349,0.517459462693793,0.517736518574861,0.517460042991273,-0.00194105093245112,-0.000156844805556222,0.000120211075511856,-0.0019404706349706
0.115682509706821,0.602504323236644,0.433237930759788,0.27393168695271,0.713300807079841,0.606539083538496,0.427405878959199,0.109997895539923,0.109980866908722,0.115108051010596,0.27449,0.715183408171843,0.715188792635607,0.713574385153179,0.705575358821318,0.712344731770814,0.705584739914238,-0.00960804935052462,-0.007999026331861,-0.0012296533823648,-0.00959866825760503
0.29678274536971,0.708706178702414,0.39817062728107,0.0286244471976534,0.725653824310715,0.706125852405224,0.394289564763538,0.285943155956188,0.28585947103133,0.298234871063801,0.02874,0.724104838104402,0.724116105428381,0.722482152575461,0.717301637366902,0.721188237345628,0.716636888790663,-0.00680320073750051,-0.00518051520855933,-0.00129391522983324,-0.00746794931373906
0.352995129295159,0.868279206380248,0.767364801093936,0.175082163228653,0.991217207464725,0.869914089939228,0.767414214862467,0.338267889273225,0.338291960897785,0.352408953467336,0.17832,0.99824775669158,0.998241058587698,0.99349640060634,0.98028407582727,0.991051997649259,0.980279856664998,-0.0179636808643098,-0.0132123247790699,-0.00244440295708093,-0.0179679000265822
0.955543027811218,0.482294252328575,0.496184713207185,0.36631380259525,0.497111817690848,0.481233979423287,0.493641003520108,0.95074404356021,0.950663769469346,0.954928326679779,0.36258,0.495336918218078,0.495345040111434,0.494926789847457,0.494917816580973,0.494920688734941,0.494916533241312,-0.000419101637104458,-0.00000897326648341412,-0.00000610111251564405,-0.00042038497676522
0.957884924411774,0.156065354496241,0.359349031932652,0.425736649415921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.527761442635674,0.596938432566822,0.857054927572608,0.483110740438569,0.884207096420232,0.599289152706217,0.858418193321858,0.512993279385919,0.513156951178816,0.530934157577357,0.48428,0.889680887820398,0.889640256479365,0.88534681215177,0.884364897754197,0.885234213850208,0.884368457272687,-0.0053159900662012,-0.00098191439757267,-0.000112598301561739,-0.00531243054771124
0.328833954522852,0.84004622977227,0.890366167202592,0.442539917372633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.647305319658481,0.683020460419357,0.665945172123611,0.428336671846919,0.751680211447809,0.682933927423244,0.665000049498186,0.628966936795596,0.629112606865375,0.646955592158026,0.42921,0.755872496008697,0.755834427431615,0.751216002641237,0.749863210774139,0.75108451162313,0.749863187099585,-0.00600928523455768,-0.00135279186709791,-0.000131491018106722,-0.00600930890911155
0.608404045735952,0.758409298583865,0.889388337172568,0.347572681116872,0.943856418797513,0.757601554479219,0.890513635043747,0.591204827482553,0.591250397598337,0.609313419057704,0.34959,0.949860232353594,0.949845686308742,0.944166023250153,0.942856431363621,0.944346819795759,0.942856324052776,-0.00700380098997266,-0.00130959188653135,0.000180796545606876,-0.00700390830081776
0.0139882871950977,0.589191897213459,0.27160803321749,0.329149169789162,0.651793860073816,0.59211890342428,0.269626487108315,0.011926800953645,0.0119165872797637,0.0124789400469968,0.32778,0.654102124171204,0.654104803230371,0.653957392509967,0.648106925543065,0.653976470817784,0.648106124963132,-0.00599519862813858,-0.00585046696690172,0.0000190783078168888,-0.00599599920807203
0.755745603132527,0.683365347608924,0.578717915900052,0.386656675422564,0.692347273934612,0.686516078554048,0.581517153497067,0.743180214235921,0.743421618163322,0.758997855419399,0.38574,0.697477330390079,0.697440081428628,0.695122478262081,0.694701953948803,0.695113049953771,0.694704320746257,-0.0027753764412759,-0.00042052431327777,-0.00000942830831052177,-0.0027730096438221
