"","input_corr","input_gini1","input_gini2","input_badrate","theor_gini_combined","actual_gini1","actual_gini2","actual_corr","actual_rho","actual_rho2","actual_bad_rate","gini_model","gini_model_rho","gini_model_rho2","gini_logistic","gini_probit","diff.logistic","diff.probit"
"1",0.816427669173572,0.602504323236644,0.39817062728107,0.175082163228653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",0.115682509706821,0.708706178702414,0.767364801093936,0.36631380259525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",0.29678274536971,0.868279206380248,0.496184713207185,0.425736649415921,0.919932340939315,0.864861766247379,0.53048840408805,0.315949891766802,0.306881430881431,0.319984380860094,0.424,0.924673139695748,0.927619113270083,0.923382792375611,0.922399109014675,0.922407298218029,-0.00227403068107268,-0.00226584147771836
"4",0.352995129295159,0.482294252328575,0.359349031932652,0.483110740438569,0.527000368781255,0.515024542561176,0.366203909953082,0.342560820510045,0.326981582981583,0.340743961119328,0.471,0.557818077427645,0.560781139812039,0.558159392171829,0.551547405472008,0.551531351466333,-0.00627067195563757,-0.00628672596131263
"5",0.955543027811218,0.156065354496241,0.857054927572608,0.442539917372633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",0.957884924411774,0.596938432566822,0.890366167202592,0.428336671846919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",0.527761442635674,0.84004622977227,0.665945172123611,0.347572681116872,0.892147406951814,0.841868823000898,0.68077441426498,0.504530876725092,0.504758724758725,0.5224500006131,0.364,0.907780457143448,0.90770854771304,0.90220981516021,0.901893703780496,0.901936899578409,-0.00588675336295164,-0.00584355756503885
"8",0.328833954522852,0.683020460419357,0.889388337172568,0.329149169789162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",0.647305319658481,0.758409298583865,0.27160803321749,0.386656675422564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",0.608404045735952,0.589191897213459,0.578717915900052,0.025731238250155,0.642695624271344,0.579104371604105,0.628182818992152,0.631580326384674,0.62579494979495,0.643667165324905,0.029,0.662602587748813,0.663560766661975,0.660619810883597,0.66454774672396,0.664476721474484,0.00194515897514713,0.00187413372567091
"11",0.0139882871950977,0.683365347608924,0.540322754904628,0.169610681741033,0.861920454906667,0.67355753951056,0.550273034584381,0.00280270271355369,0.00519167319167319,0.00543670075722542,0.166,0.864059844705525,0.863091207130252,0.862992042073619,0.860795700788767,0.860781254514461,-0.00326414391675822,-0.00327859019106413
"12",0.755745603132527,0.380511415749788,0.328079293854535,0.0202279271697626,0.384860909467021,0.393618441546883,0.411152151662142,0.760972113369296,0.744871584871585,0.76040244981533,0.023,0.428246871709819,0.430054470076864,0.428310312320741,0.425748742824084,0.424858706777624,-0.00249812888573486,-0.00338816493219496
"13",0.355712165683508,0.602020157314837,0.494890847802162,0.475730900573544,0.683093030631956,0.597702671787895,0.461789459742574,0.341745263011441,0.339182163182163,0.353326546941372,0.471,0.666633195034511,0.667274331028053,0.663767958082074,0.667914865607905,0.667987108633443,0.00128167057339401,0.001353913598932
"14",0.100337206847034,0.674983424507081,0.129295415244997,0.471434409699868,0.678750172032597,0.6637136421586,0.121147321301286,0.101691681313417,0.110713442713443,0.115873922476983,0.433,0.666610433632202,0.666056745113654,0.665766055175943,0.665017046079402,0.665057777451927,-0.00159338755280025,-0.001552656180275
"15",0.55122925439151,0.703131720982492,0.137582378461957,0.0378685260517523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
