"","input_corr","input_gini1","input_gini2","input_badrate","theor_gini_combined","actual_gini1","actual_gini2","actual_corr","actual_bad_rate","gini_model","gini_logistic","gini_probit"
"12",0.89193064087769,0.455826719105244,0.331954035907984,0.396073867974337,NA,NA,NA,NA,NA,NA,NA,NA
"13",0.9829368401994,0.190606877952814,0.19692649859935,0.404611326537561,NA,NA,NA,NA,NA,NA,NA,NA
"14",0.434603042991366,0.85048675108701,0.470522955618799,0.0172320348885842,0.851490054260361,0.853135362107357,0.473881970012048,0.440159941156272,0.0194,0.854070711288438,0.853187928282915,0.853176363724292
"15",0.334466594690457,0.405630273930728,0.742607934959233,0.219327645092271,0.762882628357673,0.415648663123635,0.751672110693245,0.333752943279043,0.217,0.773524509557156,0.772966788495153,0.772962315565208
"16",0.764493744007777,0.744457046315074,0.336943181976676,0.110120810396038,NA,NA,NA,NA,NA,NA,NA,NA
"17",0.778999491662253,0.73599536139518,0.413313420303166,0.363671920839697,NA,NA,NA,NA,NA,NA,NA,NA
"18",0.970493535948917,0.875821831636131,0.661874487996101,0.372233470701613,NA,NA,NA,NA,NA,NA,NA,NA
"19",0.348569417574909,0.88220406062901,0.577989731915295,0.215437646140344,0.931588334487562,0.884658535820632,0.575558599293413,0.34967000103732,0.2149,0.932432619988121,0.932589049928819,0.932589405551832
"20",0.0191818128037266,0.776971948519349,0.509565319493413,0.22249686795054,0.929935321924487,0.774151564432745,0.493161903369836,0.00821290449973453,0.2274,0.924271668952448,0.924510573328224,0.924512850075508
"21",0.641198474178091,0.619623728096485,0.677290012314916,0.239872352338862,0.72172145052702,0.605740871912664,0.682059638793467,0.628959138464041,0.2415,0.721636976214869,0.722070065824042,0.722069738273344
"22",0.474260150443297,0.456019086949527,0.359189414419234,0.116461284237448,0.483149407183082,0.434888041398931,0.328672223720999,0.459126033044618,0.1184,0.45780646786835,0.458266910285966,0.458283579916123
"23",0.275927760587074,0.262467367947102,0.811474452912808,0.334246394755319,0.813434892474691,0.26739604276481,0.813064486017017,0.283064662289555,0.3294,0.814926280944001,0.81467846083336,0.814674386511205
"24",0.687375930785202,0.779836272075772,0.472763648815453,0.0575761116086505,NA,NA,NA,NA,NA,NA,NA,NA
"25",0.807203956106678,0.745631097257137,0.710182353854179,0.111894140059594,0.765215467547878,0.741639145613466,0.707749457858859,0.805906660095007,0.1058,0.761672540107759,0.761565290113688,0.761598691673583
"26",0.52265489570098,0.751677148602903,0.613729760795832,0.281748160414863,0.801557950391484,0.758007808750002,0.626338186708488,0.537086973723711,0.2847,0.807998348054856,0.806391790534855,0.806382657034457
"27",0.302441605639178,0.506994804181159,0.505728635191917,0.424979250135366,0.636854759240123,0.517282963574,0.517104586965528,0.297567756940254,0.4261,0.652290382454513,0.65142912500712,0.651410559445395
"28",0.628434624387883,0.735238463804126,0.430409041419625,0.459563942791428,NA,NA,NA,NA,NA,NA,NA,NA
"29",0.0437007751478814,0.67485498804599,0.550882508046925,0.0639369035488926,0.820373586483522,0.683125707463217,0.527135503498547,0.0498971216908628,0.0619,0.812005568332494,0.812724616611551,0.812715317231974
"30",0.128034630920738,0.647299473918974,0.20031897071749,0.409944399369415,0.660561849974733,0.647429609202696,0.188737307611879,0.106972153185474,0.4145,0.661001299753594,0.661735198952572,0.661734045216166
"31",0.852258773439098,0.715688807144761,0.663289925642312,0.473586801001802,0.725387257777198,0.70979680657034,0.649891492260873,0.854869116629422,0.4692,0.716694722369991,0.716987130686618,0.716987050381897
"32",0.485177542360034,0.198762650601566,0.261670302785933,0.294694985947572,0.274513763691056,0.202566346300534,0.262738160183066,0.491999529678617,0.2875,0.276156822194901,0.274830205949657,0.274838797864226
"33",0.98496149412822,0.146171564236283,0.150583847984672,0.0778384820139035,NA,NA,NA,NA,NA,NA,NA,NA
"34",0.0309016847773455,0.120925504155457,0.148632329329848,0.441428932882845,0.189093901722444,0.114647173817004,0.144417984231155,0.0404941250451332,0.4359,0.18113643376165,0.183175615197926,0.183183830213681
"35",0.479751231980044,0.832990061677992,0.820401352830231,0.273557969378307,0.97521011845921,0.835372448766005,0.82201560366592,0.486571080677449,0.2736,0.975150711061581,0.975603875235078,0.975603573337713
"36",0.363277349432465,0.510300199501216,0.183828693069518,0.24035588163184,NA,NA,NA,NA,NA,NA,NA,NA
"37",0.162164724057075,0.474783467128873,0.280558165349066,0.117620978064369,0.516204236001806,0.461254877965555,0.301992792398749,0.159207199973553,0.1168,0.514387080265488,0.510343574734465,0.510357727814175
"38",0.501443166600075,0.226874582469463,0.777707974426448,0.175480538543779,NA,NA,NA,NA,NA,NA,NA,NA
"39",0.570484016344417,0.364038532413542,0.214751166850328,0.481270758744795,0.364207714058749,0.362901306832085,0.220054238809772,0.573852414876291,0.4759,0.363296995200945,0.363565650261313,0.363565329516145
"40",0.71161635387456,0.161415959149599,0.243523018620908,0.0629988179309294,NA,NA,NA,NA,NA,NA,NA,NA
"41",0.001789005396422,0.237941642291844,0.451360919326544,0.26692276724847,0.512470760916695,0.262127285136028,0.465303886183821,-0.00249706458918343,0.2718,0.538019076558286,0.53784599764072,0.537850443774695
"42",0.409461956913583,0.897377738915384,0.794406101666391,0.245227058692835,NA,NA,NA,NA,NA,NA,NA,NA
"43",0.735568826298695,0.481016994453967,0.491043438948691,0.287497660208028,0.523171685930795,0.497570123569794,0.509631511823036,0.734327188525859,0.2875,0.542445989200669,0.542375786422578,0.542357138062548
"44",0.632820799425244,0.384336830675602,0.635411448031664,0.188128922141623,NA,NA,NA,NA,NA,NA,NA,NA
"45",0.915077555808239,0.747003944218159,0.20920802410692,0.417643056197558,NA,NA,NA,NA,NA,NA,NA,NA
"46",0.742281453358009,0.462044581957161,0.11532054245472,0.496959523996338,NA,NA,NA,NA,NA,NA,NA,NA
"47",0.688728702210356,0.587124689295888,0.132805390097201,0.179880472798832,NA,NA,NA,NA,NA,NA,NA,NA
"48",0.547463410932105,0.157323565706611,0.731960375607014,0.36420183802722,NA,NA,NA,NA,NA,NA,NA,NA
"49",0.425806108920369,0.307756567373872,0.775201545283198,0.150813867431134,NA,NA,NA,NA,NA,NA,NA,NA
"50",0.492018277777825,0.511856565624475,0.344374672695994,0.212550531835295,0.523291688549443,0.497661961243953,0.364248101460915,0.49704437999552,0.2099,0.51618458558296,0.517663530207277,0.517671610187504
"51",0.181230387424584,0.773221317119896,0.103789530880749,0.239708762739319,NA,NA,NA,NA,NA,NA,NA,NA
"52",0.0432345385313965,0.507635013386607,0.315500283241272,0.478222914088983,0.595061922627759,0.507075793104232,0.323206218550185,0.0511069370161018,0.4854,0.596726334852698,0.595280519982558,0.595281080460444
"53",0.558193825806957,0.330054443702102,0.483821098133922,0.449838027353399,0.490284166616432,0.342882398701107,0.49092905247741,0.569036062387626,0.4478,0.498175258047818,0.498559418584544,0.498557639190285
"54",0.780342762472574,0.492786615341902,0.376907209306955,0.195135007239878,NA,NA,NA,NA,NA,NA,NA,NA
"55",0.611492322504055,0.806934018991888,0.797096780687571,0.336672287201509,0.906586933716243,0.811996109437751,0.80156743043603,0.626865748810672,0.336,0.907139906144544,0.907318470309811,0.907312733075158
"56",0.654542951288167,0.647073847427964,0.416037811711431,0.413766279930715,0.647083893240933,0.65352385301136,0.435364769721193,0.661306395950183,0.4067,0.653786281361535,0.653895762744632,0.653877362040201
"57",0.0485499590774998,0.874729467555881,0.162526470981538,0.141806143559515,0.881840834316467,0.880542583529671,0.175183673048936,0.0463949955767142,0.1454,0.889472369737382,0.888193709196062,0.888209482721712
"58",0.73141951269703,0.380579804070294,0.628408462554216,0.111869977798779,NA,NA,NA,NA,NA,NA,NA,NA
"59",0.949788695317693,0.581571606732905,0.530206004716456,0.29130017164629,NA,NA,NA,NA,NA,NA,NA,NA
"60",0.673338246708736,0.187708504870534,0.197952562756836,0.465205993608106,0.211348195017163,0.178731889804727,0.190606824750443,0.681944950434869,0.4549,0.202051741784592,0.202565803479743,0.202563303136854
"61",0.114061200292781,0.284326543472707,0.41005823276937,0.187616742632817,0.475277363909827,0.270521574083646,0.400792318746645,0.106549670048485,0.1817,0.462071350758406,0.463917536867007,0.463903144033723
"62",0.40673805593513,0.279645524360239,0.853128715790808,0.252495978255756,NA,NA,NA,NA,NA,NA,NA,NA
"63",0.178275450265501,0.829774559661746,0.239105211012065,0.155151147949509,0.83445362865515,0.825434439118865,0.25294225725967,0.164044510271781,0.1571,0.833340418379603,0.834254584234855,0.834238272448963
"64",0.0215306754154153,0.384954792074859,0.636029466241598,0.479293473213911,0.754691239801859,0.387476078823492,0.63091954161499,0.0172725809635541,0.4853,0.753257517015873,0.750199202182398,0.75020432661175
"65",0.491066059714649,0.69929266218096,0.859997393377125,0.0618499543843791,0.89421749800889,0.697107193807772,0.879425020043388,0.490049925930701,0.0576,0.907163930667781,0.90648506767591,0.906483962342011
"66",0.939233219500165,0.183781525120139,0.431003615260124,0.498434779313393,NA,NA,NA,NA,NA,NA,NA,NA
"67",0.821648646919057,0.794988227449357,0.165105382166803,0.23585972399218,NA,NA,NA,NA,NA,NA,NA,NA
"68",0.721190756193828,0.301840472593904,0.157043243013322,0.122529997103848,NA,NA,NA,NA,NA,NA,NA,NA
"69",0.739267486163881,0.281300597079098,0.719284359924495,0.0573887743405066,NA,NA,NA,NA,NA,NA,NA,NA
"70",0.580293431009632,0.731716589257121,0.705119596235454,0.376757572358474,0.820338142943021,0.727765245605994,0.708039073025275,0.582962026625626,0.3735,0.818631661718163,0.818325774499969,0.818312782922058
"71",0.963774894392118,0.845525531284511,0.293187382631004,0.472632797164842,NA,NA,NA,NA,NA,NA,NA,NA
"72",0.411399632859975,0.639843875542283,0.29832045212388,0.165244114743546,0.640979902846833,0.638599302366415,0.296740744226965,0.406832474303875,0.1655,0.639857517455636,0.640521831369617,0.640514590751196
"73",0.0405320777278394,0.428481276147068,0.275928893685341,0.30503962333547,0.504169378571562,0.42498646614954,0.289896113560692,0.024875724602372,0.3056,0.512695604850137,0.511012558206867,0.510994557054793
"74",0.0765029885759577,0.803838361985981,0.800694282911718,0.0219725861959159,0.964303943149075,0.788854833536227,0.821639258777121,0.0702391204685835,0.0218,0.967721572249606,0.971848686690964,0.971845873060236
"75",0.595127779799513,0.73001427911222,0.10579368583858,0.412883341123816,NA,NA,NA,NA,NA,NA,NA,NA
"76",0.435804548410233,0.776925278455019,0.240519132092595,0.404759409544058,NA,NA,NA,NA,NA,NA,NA,NA
"77",0.161212874336634,0.617104453407228,0.849991575442255,0.150994754105341,0.965473993343535,0.59830880196328,0.852791286473382,0.157599309898224,0.1533,0.961367274767127,0.964028104661118,0.964027488324072
"78",0.922340330632869,0.159154969640076,0.195611546747386,0.486877982902806,NA,NA,NA,NA,NA,NA,NA,NA
"79",0.839746157135814,0.119052242673934,0.616200034506619,0.233770227835048,NA,NA,NA,NA,NA,NA,NA,NA
"80",0.597227282908279,0.812245080247521,0.121762494929135,0.12796467309352,NA,NA,NA,NA,NA,NA,NA,NA
"81",0.245133274148684,0.759091257117689,0.45596016831696,0.33252934250515,0.819703693632801,0.751758997029959,0.458484874504396,0.243356113551253,0.3278,0.814720477062188,0.815881357399841,0.815886984883309
"82",0.805025211365428,0.230548059754074,0.790402104519308,0.0924594119680114,NA,NA,NA,NA,NA,NA,NA,NA
"83",0.773300561788492,0.888513802923262,0.492101111635566,0.162098852212075,NA,NA,NA,NA,NA,NA,NA,NA
"84",0.007622961695306,0.146182322315872,0.79102439545095,0.155401878580451,0.802715261563729,0.182086652476695,0.789319090429239,0.007036572215495,0.1503,0.807606912759532,0.805383622931063,0.805366552994987
"85",0.488211953497957,0.239521335251629,0.532929268293083,0.172758391895331,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.0327768662385643,0.337007718905807,0.313789627887309,0.123220708644949,0.451745650425664,0.321410898061815,0.293603963714515,0.0380003526517172,0.1278,0.426335003449875,0.420786355371394,0.420865840665538
"87",0.497591801011004,0.40417231079191,0.378402618132532,0.365183143229224,0.455013510517508,0.418254006888285,0.368715199522736,0.494633441958859,0.3648,0.45990709043774,0.456991806006673,0.456979722507623
"88",0.257823962266557,0.607309422455728,0.417588299885392,0.0551603188295849,0.655583938463786,0.613283499877027,0.40472632066124,0.255107073573488,0.0538,0.656161502498983,0.655119794380024,0.655120580148809
"89",0.7669327411009,0.563162248581648,0.586153246276081,0.441378987070639,0.615166576723726,0.565516826649117,0.583047081704451,0.768487029668708,0.4494,0.61413927362089,0.614314666801164,0.614318142396263
"90",0.12658398612868,0.649165240675211,0.386687703803182,0.105079556975979,0.711375842114186,0.662389561298358,0.416226400856274,0.138680389004923,0.1028,0.73078973089933,0.729550083181398,0.729562443295267
"91",0.424775511533953,0.331782109849155,0.740552687644959,0.108789339971263,0.740617297048086,0.345216423922818,0.719735618900112,0.408118186498927,0.1121,0.721275833687839,0.72087654027148,0.720861670919335
"92",0.828236720426939,0.575216498970985,0.357290785014629,0.131817131941207,NA,NA,NA,NA,NA,NA,NA,NA
"93",0.742918138385285,0.47965347096324,0.25545488987118,0.464783530645072,NA,NA,NA,NA,NA,NA,NA,NA
"94",0.839893662957475,0.188646112382412,0.744697442464531,0.114547423671465,NA,NA,NA,NA,NA,NA,NA,NA
"95",0.43887027052464,0.42570222299546,0.899809374287725,0.37863074789755,0.902362618856499,0.43215483948336,0.895826945509649,0.440045087381135,0.3768,0.899054791112616,0.899206104238381,0.899208829709819
"96",0.342121108928695,0.144722924381495,0.372945752367377,0.116135325427167,0.373357157819054,0.179885960772997,0.369456859009308,0.349968250005829,0.1146,0.373240994523293,0.373480636629661,0.37347945397728
"97",0.235880367960781,0.613998925127089,0.756149971857667,0.198678050693125,0.881491637016882,0.619202089381871,0.752783567830467,0.236292762544625,0.202,0.882283478248488,0.877431946202139,0.877438894265366
"98",0.179829384768382,0.410659894347191,0.240891794487834,0.124234616607428,0.44369040068581,0.422948712883624,0.252270365097045,0.191904504874134,0.1196,0.456615561760194,0.454733064478141,0.454719198783162
"99",0.343130423573311,0.554930613003671,0.830810465291142,0.337522213789634,0.893146805118907,0.548393938257026,0.842132383547285,0.334222534580412,0.3443,0.903114995719484,0.900598301248096,0.900592897219676
"100",0.294328255984001,0.454855041392148,0.363640495203435,0.0470940431766212,0.509700031608078,0.472848450658823,0.390354307818949,0.305739035983652,0.0455,0.532995354236178,0.532751167114708,0.532735049131068
