"","input_corr","input_gini1","input_gini2","input_badrate","theor_gini_combined","actual_gini1","actual_gini2","actual_corr","actual_rho","actual_bad_rate","gini_model","gini_model_rho","gini_logistic","gini_probit","diff.logistic","diff.probit"
"1",0.50730969310971,0.24476302601397,0.875694560445845,0.153400436607189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",0.856315429250244,0.727318765409291,0.882368313521147,0.489071193854325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",0.693550334887113,0.754783814772964,0.290102154016495,0.485401160144247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",0.976072378023528,0.707174430415034,0.588909764029086,0.467108793095686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",0.15597917332314,0.480636392347515,0.166343530453742,0.147854616476689,0.489325941208775,0.478100950773155,0.152464135521381,0.149160305973233,0.142231408690035,0.14851,0.484992572271446,0.485549248428444,0.485406507753528,0.485407284315711,0.000413935482082017,0.000414712044265464
"6",0.604242807556875,0.341240323148668,0.707883584313095,0.255161686285865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",0.69186455950141,0.542669536359608,0.84026336800307,0.369479433766101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",0.648497893342283,0.634348581917584,0.164413325488567,0.30337691038847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",0.749519790094346,0.735642969794571,0.873436602950096,0.28952762153931,0.885457448789717,0.737971602093134,0.874206913986022,0.749179967699849,0.733547168115359,0.28886,0.886708959243893,0.889796607746222,0.886713550368365,0.88671356886706,0.00000459112447281917,0.00000460962316739533
"10",0.69457490256289,0.808849052153528,0.812592970021069,0.475862818362657,0.894070461668668,0.807726797628473,0.81163162485236,0.69322832273581,0.676680803315244,0.47954,0.893328905012867,0.898630094851226,0.893097289941993,0.89309588919652,-0.000231615070873437,-0.000233015816346605
"11",0.368766760749277,0.396443404257298,0.702278292924166,0.350262376056053,0.722050347344842,0.394334209459927,0.706525411954109,0.370483544037163,0.355113969570399,0.3505,0.725025415820164,0.727618699758696,0.725091627818612,0.725091442446126,0.000066211998447363,0.0000660266259617792
"12",0.552399182373192,0.395779430679977,0.756666777841747,0.196973635747563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",0.468455903590657,0.842364203371108,0.188182644918561,0.222607933143154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
