"","input_corr","input_gini1","input_gini2","input_badrate","theor_gini_combined","actual_gini1","actual_gini2","actual_corr","actual_bad_rate","gini_model","gini_logistic","gini_probit","diff.logistic","diff.probit"
"1",0.0856474678474478,0.666659125313163,0.835727111063898,0.106613084403798,0.983446845459286,0.669695558184728,0.833217457973551,0.0850639547246667,0.10757,0.983862873506123,0.983230861645327,0.983230807477924,-0.000632011860796089,-0.000632066028199096
"2",0.184453211403452,0.678042352572083,0.845051132142544,0.457209295518696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",0.838522288841195,0.748378152213991,0.306063792668283,0.433089012450073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",0.217454027028289,0.77085053101182,0.461621185019612,0.385928607115056,0.843203394155291,0.768618090720556,0.45753404086619,0.214797921224611,0.38647,0.840272686015276,0.840411384883254,0.840411380665819,0.000138698867978793,0.000138694650543725
"5",0.825876649178099,0.159213092178106,0.791466333717108,0.0564724228694104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",0.977547562324908,0.477177787944674,0.126119335927069,0.202418175130151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",0.923979215389118,0.794701521284878,0.642410530336201,0.404298927881755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",0.600951111784671,0.7636967536062,0.500193356350064,0.066980305199977,0.764124235878429,0.761747423208528,0.498664726609059,0.601920170545851,0.0674,0.762147238629816,0.762137491242059,0.762139317602873,-0.00000974738775716411,-0.0000079210269434693
"9",0.51597017924767,0.589323972538114,0.262602104246616,0.173946592644788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",0.806250343504362,0.675822520628572,0.3213782960549,0.4897738796263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",0.663522206023335,0.796721243672073,0.435858176648617,0.109330588395242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",0.0568426282564178,0.899295598641038,0.457175579294562,0.476607494202908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",0.38352368011605,0.898482331819832,0.161500276252627,0.0277797302789986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",0.516835653979797,0.558507368341088,0.268373973853886,0.451550819138065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",0.216628221517894,0.899611428193748,0.676750478520989,0.114948024938349,0.993359752677376,0.898834093365821,0.674474095022227,0.215392257557062,0.1158,0.992723514573753,0.993187727829065,0.99318722778199,0.000464213255311652,0.000463713208237015
"16",0.0471184367593378,0.121750232204795,0.214860370382667,0.344634746750817,0.242585034210322,0.123214876260718,0.214048339732618,0.0445807160968948,0.34438,0.242823604901851,0.242940872318314,0.242941212468807,0.000117267416462674,0.00011760756695578
"17",0.973558664519805,0.717587387189269,0.532114070095122,0.187639859628398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",0.896008862948511,0.880042252130806,0.834656983800232,0.034282525300514,0.881434251982984,0.879957422782015,0.835220861459685,0.895365383378603,0.0346,0.881504379662942,0.881377325999825,0.881381056221567,-0.000127053663116383,-0.00012332344137489
"19",0.152002468400169,0.330153158865869,0.664095044694841,0.394766513947397,0.711400546391531,0.327154420406838,0.666055642615645,0.14782831957633,0.39606,0.713040711534939,0.712662085853368,0.712662011437556,-0.000378625681570988,-0.000378700097382945
"20",0.739830681744497,0.383142346888781,0.298864186741412,0.283819553244393,0.383940462214428,0.378820150481851,0.298818291715384,0.739102358227538,0.28246,0.379985495256852,0.379841461560495,0.379841233610858,-0.000144033696357182,-0.000144261645993904
"21",0.951506402653176,0.344914667122066,0.25985135640949,0.348445529839955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",0.98775918120984,0.57748106867075,0.578362934291363,0.254701491324231,0.579786481859996,0.579576224641072,0.58061999599292,0.98785238856684,0.25519,0.581966892917106,0.581979014413478,0.581979666811348,0.0000121214963724192,0.0000127738942421463
"23",0.181584971705452,0.295623104646802,0.182304261438549,0.0291929044621065,0.322029853927168,0.306181197520099,0.184643269545121,0.186466332213881,0.02906,0.331294168037041,0.33223391225971,0.332240511465528,0.000939744222668848,0.000946343428487317
"24",0.295449036257341,0.432049481384456,0.785115565173328,0.0638810513378121,0.803192721302156,0.439625021269831,0.786950450497853,0.295103037758929,0.06399,0.806367365510828,0.806841039572469,0.806840719012985,0.000473674061641116,0.000473353502157492
"25",0.324489493262954,0.258825084380806,0.318177889101207,0.258779479323421,0.358929941984199,0.255881694801505,0.320374023254873,0.326968861004162,0.26054,0.358814750229844,0.35824358589587,0.358242560249033,-0.000571164333974084,-0.0005721899808111
"26",0.289162467413116,0.315075526572764,0.726288256794214,0.367628201153129,0.737653744984084,0.31722801047576,0.723177299453198,0.288397536946999,0.36673,0.73525632985001,0.735236981541082,0.735236932453742,-0.0000193483089281354,-0.000019397396268106
"27",0.111037945467979,0.138111858814955,0.347588628903031,0.329288757648319,0.362333454853417,0.133290916166501,0.33669975091128,0.106110423955594,0.33084,0.351268688469834,0.351455840791999,0.351454510981306,0.000187152322165707,0.000185822511471923
"28",0.552367491298355,0.137473305128515,0.608083220012486,0.369612867087126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",0.0464882018789649,0.809841255843639,0.683061889000237,0.390415388057008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",0.675140405490529,0.533416052721441,0.236080440878868,0.454382190185133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",0.414453323674388,0.307987968996167,0.507718371413648,0.25291900617769,0.519810016456613,0.31311907115417,0.512465735031102,0.414691259142408,0.25294,0.525204718229168,0.525292688891812,0.525292502610338,0.0000879706626435439,0.00008778438116952
"32",0.8297090328997,0.505862011015415,0.446600316278636,0.451590545719955,0.508759413729348,0.504834818537351,0.445389616425826,0.830435577239501,0.45005,0.50760546120717,0.507737479118982,0.507736915089967,0.000132017911812499,0.00013145388279745
"33",0.780611294468399,0.326426360197365,0.195502343215048,0.0891951936436817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",0.14947562755784,0.835182179324329,0.158108315989375,0.126376107807737,0.835648469663551,0.835725711286963,0.156054467127004,0.14771111180668,0.12726,0.836175484637393,0.836188053606758,0.836188161651701,0.0000125689693653008,0.0000126770143087374
"35",0.00256923068314791,0.75956800095737,0.574839597567916,0.386818396276794,0.998447330076412,0.757933631379543,0.573476417559473,0.00155440870101362,0.38699,0.99656721968901,0.998599242232876,0.998599270897194,0.00203202254386592,0.00203205120818373
