"","input_corr","input_gini1","input_gini2","input_badrate","theor_gini_combined","actual_gini1","actual_gini2","actual_corr","actual_rho","actual_bad_rate","gini_model","gini_model_rho","gini_logistic","gini_probit","diff.logistic","diff.probit"
"32",0.425975670358166,0.666987600550055,0.151809101365507,0.36384962505661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",0.688752261162735,0.617084942013025,0.684352286159992,0.288609846604522,0.716703486397724,0.615468815305008,0.687608888669224,0.69171736342461,0.673709380097094,0.2854,0.717630166751036,0.721373327623649,0.718161654282067,0.71815861427419,0.000531487531030495,0.000528447523153952
"34",0.967554514745716,0.71422755215317,0.377287514507771,0.209352671653032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",0.116315478805918,0.124741640500724,0.617314788512886,0.327270866381004,0.620101109500545,0.0979611281581507,0.610266702941848,0.108536084929031,0.0983737259157373,0.3205,0.611309788773237,0.611715531913014,0.611693190023407,0.611695853264594,0.000383401250169113,0.000386064491356697
"36",0.81000565139344,0.417688429541886,0.126166328042746,0.157946352842264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",0.266288587572053,0.890719887055457,0.332883018441498,0.207612231678795,0.896900503122204,0.893237603328011,0.345817780024865,0.270755857260537,0.263012249114122,0.2045,0.900388608007476,0.90129032217773,0.899402353396781,0.899402353396781,-0.000986254610694903,-0.000986254610694681
"38",0.084257619199343,0.496400768496096,0.694517247006297,0.232868412875105,0.830228740859319,0.498405125496003,0.706544459863998,0.0792371712256915,0.0750221669582217,0.2268,0.842087128076931,0.843685345655016,0.841926540883257,0.841925514433705,-0.000160587193673845,-0.000161613643225866
"39",0.2916655259463,0.353399856388569,0.124853304773569,0.361269263355061,0.354233138659243,0.346657145092926,0.133151919023783,0.28322393227439,0.277014137698141,0.3642,0.348747354119252,0.348993945888479,0.347844059700544,0.34784181404636,-0.000903294418707956,-0.000905540072891897
"40",0.467907129619271,0.223442654684186,0.509707301296294,0.413664678598288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",0.319559054493438,0.595878429524601,0.209482060559094,0.156323133739643,0.596198666768395,0.598473644370604,0.214048651540269,0.313870745546223,0.303027646914276,0.1558,0.599079491158283,0.599416870246193,0.599046001120992,0.599044176391713,-0.0000334900372911395,-0.0000353147665697051
"42",0.838320927300956,0.200472607649863,0.84903613794595,0.0170013842568733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",0.51608479446033,0.270537371188402,0.534744016081095,0.383443778343499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",0.211875127328094,0.377379653602839,0.832425702363253,0.0338110790774226,0.844535042232738,0.398227092537675,0.821024102765842,0.223248247549454,0.213723662413237,0.0328,0.835709498061916,0.836916300716822,0.836494331134378,0.836490548528314,0.000784833072462465,0.000781050466398092
"45",0.887815136897843,0.750860688276589,0.716277335770428,0.178479379860219,0.75851627438866,0.755967538242522,0.726876807337178,0.886259539350056,0.878091068864911,0.1796,0.765826478622434,0.7673104506588,0.764956580471909,0.764941106462272,-0.000869898150525961,-0.000885372160162268
"46",0.753002564467024,0.360506617836654,0.860780160501599,0.393224023387302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",0.261957932019141,0.228130206093192,0.48181174416095,0.401907508766744,0.494739179751714,0.219457864299089,0.479054172435748,0.256647794795436,0.243340659813407,0.4047,0.490710710445287,0.492129888733773,0.491162529178507,0.491158129339575,0.000451818733220755,0.00044741889428801
"48",0.0978880494413897,0.471765012294054,0.484051141701639,0.441608212185092,0.658652913736961,0.453182083043934,0.483851167274617,0.0911036406397237,0.0858278957222789,0.4355,0.647521421955196,0.649234271572519,0.64838119140619,0.648380296514294,0.000859769450994419,0.000858874559098499
"49",0.222411669914145,0.297817876562476,0.675963313877583,0.183545995736495,0.692995323328548,0.296154837672136,0.678076360024487,0.223808699073016,0.213994312443943,0.1881,0.694505297958404,0.695939632174225,0.694182737259082,0.694183130139075,-0.000322560699322239,-0.000322167819329255
"50",0.790602735676803,0.721573385223746,0.230255601555109,0.239332760230172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",0.712209800120909,0.829001568071544,0.897907885164022,0.323267050001305,0.947366561057547,0.82207916750147,0.894269667687775,0.708160306296984,0.686958308669583,0.3206,0.942926470452081,0.94940362136583,0.945412735283839,0.945414938982343,0.00248626483175785,0.00248846853026174
"52",0.189380209695082,0.524974791519344,0.447012876905501,0.252595335610677,0.638206108612918,0.522111876883183,0.466286134609231,0.182834663092312,0.173197597731976,0.2592,0.649922231045416,0.652677777636558,0.647126459049943,0.647124167566595,-0.00279577199547387,-0.00279806347882183
"53",0.0888928766758181,0.150709331035614,0.381590261310339,0.0320009074080735,0.397829021620463,0.133239338743427,0.405532503030631,0.0897765971191246,0.0804023831520238,0.0335,0.415978386770231,0.416805042418763,0.412835048760337,0.412836284176634,-0.00314333800989397,-0.00314210259359737
"54",0.69653983356664,0.58300526291132,0.697639495506883,0.288992887712084,0.713143427925548,0.575045315406518,0.692900966592572,0.687548310358298,0.666535594445356,0.2955,0.708714953487244,0.712344261196177,0.708445610103768,0.708442247624949,-0.000269343383475507,-0.000272705862294886
"55",0.0314418167551048,0.882203230075538,0.376512419059873,0.423525767412502,0.974945040712868,0.883078400288023,0.366663239381932,0.0244138093773142,0.023657096432571,0.4196,0.973613949151558,0.973935629193457,0.974942825663771,0.97493945860289,0.00132887651221258,0.00132550945133159
"56",0.748441590517759,0.280782849900424,0.134979494661093,0.408289897949435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",0.371357338714879,0.865566707029939,0.494826990365982,0.151063836987596,0.882875095762352,0.873321293922174,0.502342440469654,0.368150448201179,0.358083349996833,0.1509,0.891816389900157,0.893528909374607,0.889531807701274,0.889537739214616,-0.00228458219888306,-0.00227865068554078
"58",0.692662349296734,0.637422346323729,0.118949688598514,0.254714344139211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",0.557881662715226,0.674834424629807,0.341201356425881,0.319387134516146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",0.907306433664635,0.626734307594597,0.404461464844644,0.327793417540379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",0.656661850707606,0.618545519188046,0.469630639255047,0.165466355907265,0.62416435720699,0.623752960888353,0.472929826361486,0.648692754117096,0.630358911339589,0.1766,0.630249977180617,0.632237242622038,0.629607205545825,0.629619309049487,-0.000642771634791872,-0.000630668131130108
"62",0.18292324407259,0.185147280991077,0.23662242218852,0.315355057527777,0.277744660420951,0.187354300109704,0.246617661370231,0.185251367881144,0.173324512253245,0.3184,0.286304987362893,0.28768229343429,0.284608930804256,0.284609115117843,-0.00169605655863658,-0.00169587224504997
"63",0.715983860297129,0.60127529501915,0.236572857387364,0.338625304028392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",0.0167007001675665,0.759760046936572,0.673363372683525,0.484412149961572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.213064311936032,0.875438483431935,0.132356200553477,0.392008246209007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",0.0158477066759951,0.748776802606881,0.338909398578107,0.309716131440364,0.829127755988732,0.757322045420598,0.324742381776247,-0.000727967675664426,-0.000683534766835348,0.3065,NA,NA,NA,NA,NA,NA
"67",0.691912159156054,0.586761005595326,0.326504626870155,0.408379648835398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",0.499326010469813,0.679623315297067,0.289020399935544,0.26345038609812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",0.487218669599388,0.713429398462176,0.189250195398927,0.463759232321754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",0.186966376772616,0.821909870393574,0.276376851089299,0.27503918905044,0.833846321674837,0.822146954735128,0.279410717197365,0.175094777541324,0.168770280043703,0.2691,0.836273152117095,0.83726440468287,0.835179456063774,0.835151187539845,-0.00109369605332121,-0.00112196457725022
"71",0.363045139764436,0.209847597405314,0.769802584126592,0.0108283858187497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",0.089123548201751,0.561845369078219,0.362732161395252,0.332835800992325,0.651903285991265,0.55335742831339,0.353179724273305,0.0877552110851657,0.080959805249598,0.3199,0.63958951655333,0.641488611651679,0.638668788892868,0.638669616235665,-0.000920727660462362,-0.000919900317665423
"73",0.583878781227395,0.655465336143971,0.494412353634834,0.262024564913008,0.671772611920609,0.658069696739192,0.496822272169971,0.601796109759046,0.586617669322177,0.2668,0.67198298124083,0.674249968726449,0.672957097555968,0.672960369242547,0.000974116315138218,0.000977388001716983
"74",0.823848416008987,0.871432109735906,0.835481472499669,0.169460171076935,0.894416387551926,0.869873488294635,0.830746924094787,0.827980869693504,0.814005794080058,0.1655,0.890438816588382,0.893490679962138,0.890816542640907,0.89079699297117,0.000377726052524618,0.000358176382787345
"75",0.626696958777029,0.661345024779439,0.806058485805988,0.203182508505415,0.831739640814647,0.657074468450386,0.812002676265119,0.623155338402986,0.606769584523696,0.2052,0.835886047975843,0.839245024961125,0.835018016718809,0.835015809388707,-0.000868031257033941,-0.00087023858713553
"76",0.741996124887373,0.207946992293,0.608054308220744,0.0810330155328847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",0.278005921484437,0.836496476829052,0.311185602284968,0.230502384395804,0.841430673031133,0.838465843829127,0.323168967804107,0.287095123017871,0.272044819376448,0.2349,0.843973372282913,0.845555691177337,0.844122135527211,0.844121801678248,0.000148763244297578,0.000148429395334659
"78",0.382507516324986,0.394823938421905,0.835522371903062,0.444857902554795,0.843326361841673,0.398316689313302,0.829629355747421,0.383358235156058,0.372957359097574,0.4422,0.838232703981227,0.839649204509672,0.837877822984559,0.837876282397135,-0.000354880996668472,-0.00035642158409277
"79",0.138035528948531,0.672305065579712,0.213498256355524,0.41116277202731,0.686123796394171,0.678571765343086,0.216083649542226,0.136041110660505,0.127412676782127,0.4094,0.692986581038721,0.694242521675093,0.694248486010517,0.694228551491689,0.00126190497179657,0.0012419704529687
"80",0.950636558288243,0.786205490492284,0.796723986044526,0.311689643200953,0.803067361210925,0.793478343607282,0.803345910449072,0.949960343425304,0.945496203082962,0.3177,0.810231810365689,0.811216202419072,0.809943417972252,0.809954028457599,-0.000288392393436476,-0.000277781908090136
"81",0.175060583227314,0.892218668758869,0.897570066712797,0.311744544610847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",0.208373082268517,0.366329153068364,0.819519253261387,0.404383813526947,0.853203264369726,0.364475676200336,0.821102212864146,0.209444594905771,0.198703773331038,0.4013,0.853766891389494,0.856358343743927,0.854720612993573,0.854721445430961,0.000953721604079805,0.000954554041467714
"83",0.649456159786787,0.332223147712648,0.894337870366871,0.0467970410198905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",0.827953553146217,0.561177360825241,0.757598094083369,0.348631945170928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",0.930364104774781,0.822653429582715,0.160749308392406,0.190600108159706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",0.373121179940645,0.426914842426777,0.145367727614939,0.141065815119073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",0.0365712415077724,0.895828278549016,0.339219395071268,0.497265660301782,0.96948456843824,0.891067250500437,0.323497420963447,0.0324872962215957,0.0249642095376421,0.4938,0.959236414063696,0.962087217259108,0.96479194640968,0.964790906249745,0.00555553234598416,0.00555449218604931
"88",0.587720770442393,0.362606531381607,0.819957050122321,0.356223228890449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",0.410199531661347,0.100248323939741,0.600119936652482,0.160430480891373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",0.408977971847635,0.730380308628082,0.604369100555778,0.167311478818301,0.801912021630721,0.731142903963373,0.608253112201103,0.418472843525072,0.399725304481253,0.1674,0.801749746477135,0.806627383587856,0.802306603287596,0.802317508941919,0.000556856810461026,0.000567762464784405
"91",0.492839676083531,0.271798650547862,0.380884660407901,0.123308361698873,0.392681030914705,0.240906070476815,0.367326841577911,0.497682326332748,0.478361674063617,0.1233,0.373223839277067,0.374571991091198,0.372824490867517,0.372825045923984,-0.000399348409549694,-0.000398793353082461
"92",0.341729344620835,0.479161339998245,0.750427849777043,0.332875469960272,0.795653518861464,0.457454741330939,0.75369552238806,0.329160486989303,0.315570393143704,0.335,0.793714309653365,0.796999249785705,0.793250409606105,0.793246998092246,-0.000463900047260157,-0.000467311561119343
"93",0.509481472300831,0.739949437975884,0.565898079052568,0.0169842261401936,0.757701242884903,0.717850435661655,0.554076318374576,0.514169339985314,0.493806445566064,0.0211,0.737166385496671,0.740091260791362,0.734633951737103,0.734632015140314,-0.0025324337595678,-0.00253437035635717
"94",0.224455899714958,0.879701781272888,0.200387643277645,0.136789915354457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",0.519644476629328,0.332269645482302,0.598166577331722,0.405797258324455,0.599232750840212,0.316781621838678,0.595309063644899,0.518412629085689,0.497704185249042,0.4076,0.59562607989824,0.596272878668747,0.595720473727072,0.595724946476103,0.000094393828832251,0.000098866577863177
"96",0.317928504932206,0.812021374516189,0.502136064879596,0.209910128533375,0.854309903198287,0.807664187834225,0.523784089948675,0.318345338867169,0.302343585695436,0.2112,0.858136420284693,0.862319235333101,0.857763422767226,0.857748416274817,-0.000372997517467333,-0.000388004009876042
"97",0.265947831356898,0.443090932630003,0.382230097986758,0.0498128582560457,0.515733574603681,0.479393884929637,0.384752173806483,0.262283997622938,0.255911620323116,0.0462,0.543080484519189,0.544282686452049,0.535605584043412,0.535695904012113,-0.00747490047577726,-0.00738458050707602
"98",0.532737377726007,0.203542594797909,0.153636965155602,0.0963951934687793,0.210369287518809,0.18955976590409,0.165006010657704,0.516732896492173,0.497407188270072,0.0962,0.205009388291105,0.206244840199377,0.20344155584253,0.203464328713278,-0.00156783244857506,-0.00154505957782702
"99",0.635443877528887,0.73207326810807,0.77016891874373,0.0793872950482182,0.820580368885151,0.738733204621853,0.770660446700707,0.635199730478251,0.618737907379379,0.0835,0.824464410236065,0.82793983821787,0.824798716805342,0.824872676904783,0.000334306569276466,0.000408266668717516
"100",0.476582728412468,0.423897434398532,0.750607295893133,0.221371700733434,0.755122735799388,0.448646559039918,0.7597198238259,0.479406025366926,0.463458863342589,0.2202,0.766773035288709,0.768625274374532,0.766161541688768,0.766163871171234,-0.00061149359994106,-0.000609164117475247
"101",0.369045202732086,0.358580659329891,0.847367457859218,0.36790180611657,0.850707349860126,0.328157970505166,0.834958322274729,0.351355532544992,0.333079656546797,0.3721,0.837135261278422,0.838524023969286,0.837520194927624,0.837522934165959,0.000384933649202335,0.000387672887537382
"102",0.538708635508083,0.445667916163802,0.320672654733062,0.306185906119645,0.456695319849485,0.45124170867504,0.336050862011075,0.549397838576404,0.533044683158447,0.3052,0.464401507405162,0.46623291591011,0.465190393946871,0.465189262154134,0.000788886541708722,0.000787754748971636
"103",0.684505856288597,0.563095675967634,0.340245966613293,0.322564143813215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",0.867731288925279,0.300528508238494,0.181036208383739,0.315967782265507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",0.621830844681244,0.528100050985813,0.732387018203735,0.175165837041568,0.738211645758111,0.531855555613669,0.73987848484373,0.617833389566548,0.598064674084647,0.1735,0.745876841245578,0.748127850003943,0.746498393454569,0.746496719788142,0.000621552208991183,0.000619878542563512
"106",0.12936022174079,0.163657508604229,0.7754499707371,0.174100104938261,0.778061819045486,0.153358870331089,0.78825435398947,0.140097567864103,0.136750775531508,0.177,0.789452460378339,0.789601679720647,0.79028015184903,0.790286192859251,0.000827691470690839,0.000833732480912452
"107",0.724818564481102,0.301572979614139,0.224319462478161,0.10350621888414,0.301671364630825,0.278337430167598,0.202744346900771,0.718679687965654,0.702314282775143,0.105,0.278358597360854,0.278507460089816,0.278337217345038,0.27836062782655,-0.0000213800158159749,0.00000203046569513532
"108",0.866396250966936,0.822227361984551,0.291318026743829,0.247228799003642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",0.570533585180528,0.659088067151606,0.770317523553968,0.241066381793935,0.8196177243267,0.653081990786053,0.755328290703739,0.568246269537147,0.547943597575436,0.2422,0.807054207490777,0.812191113527202,0.809273072841785,0.809273399747498,0.00221886535100757,0.00221919225672096
"110",0.206900932530407,0.787701023556292,0.576374862901866,0.165556173420046,0.889436592974204,0.787447560450113,0.58259495474347,0.216879545192943,0.20667700962277,0.1713,0.890122015956322,0.893427738914804,0.887724469592088,0.887739826429695,-0.00239754636423428,-0.00238218952662694
"111",0.320422152285464,0.534685692191124,0.116301394440234,0.407473943622317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",0.988912487898488,0.143834372796118,0.257063714973629,0.140670365337282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",0.677629673760384,0.396516735479236,0.167893121391535,0.177064461286645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",0.379069225445855,0.594438388943672,0.734104982763529,0.0208637092355639,0.783756941213604,0.592251968139655,0.700744461836211,0.388431187294242,0.373980221191802,0.0212,0.758409510058871,0.761256176388361,0.749629889506596,0.749688683100601,-0.0087796205522741,-0.00872082695826992
"115",0.202809275861364,0.760147276334465,0.151004036329687,0.493503893443849,0.760173713287091,0.753591073368511,0.133533132493094,0.196516477510518,0.183361912977619,0.4839,NA,0.75359907569185,0.753576818588585,0.753567528956723,NA,NA
"116",0.57032100347802,0.870925428718328,0.129313989914954,0.0929932049196213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",0.392019046596251,0.588877922296524,0.359081046655774,0.196852725530043,0.605736019888625,0.592538073077146,0.355357945981644,0.397612979697281,0.379358416645584,0.2013,0.607371013672453,0.609804263141124,0.607174251302928,0.607173256143817,-0.000196762369525816,-0.000197757528636489
"118",0.330103534657974,0.465708793699741,0.386056672781706,0.297941263518296,0.529943712355204,0.476860870027359,0.366143830720694,0.319465578362912,0.306277116686771,0.2944,0.530501883961946,0.533031564339281,0.530057386405649,0.530051513358967,-0.000444497556296275,-0.000450370602978811
"119",0.919418262646068,0.397272959910333,0.524239849857986,0.496583424513228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",0.359013909052592,0.548060314357281,0.439669103361666,0.415742446952499,0.61341765761409,0.546051701370312,0.453340796704571,0.366553344591464,0.354537075065371,0.4135,0.617056422468758,0.619858336497442,0.616331835504824,0.616330516013776,-0.000724586963933849,-0.000725906454981384
"121",0.329027477139607,0.178643142990768,0.157485439814627,0.133257497509476,0.206922733231148,0.187833758996982,0.176300636133466,0.336077360041536,0.319179755543798,0.1386,0.222926759203556,0.224339386078374,0.223125312630769,0.223099849870224,0.000198553427212866,0.000173090666667708
"122",0.872797397682443,0.378339237906039,0.201497448794544,0.0406589975883253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",0.982873583904002,0.6550367096439,0.61522652823478,0.172439664946869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",0.858290719951037,0.561326947808266,0.172307235002518,0.231376199892256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",0.8139543860103,0.349430977739394,0.689376771822572,0.161400202496443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",0.606594955979381,0.315841475687921,0.223814491182566,0.142419045132119,0.318401273031072,0.299270475200792,0.187176252504328,0.611494437931955,0.593873564998736,0.1442,0.299314266436638,0.299494517210072,0.299400290228154,0.299397048904125,0.0000860237915154549,0.0000827824674864974
"127",0.902692479214165,0.382446075044572,0.881660130992532,0.366913286622148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",0.664094031150453,0.497778937406838,0.473912649787962,0.181903253379278,0.533656126400128,0.482689032593297,0.453906833033236,0.657204982471619,0.635722122093221,0.1753,0.51574964988172,0.519049990008297,0.517054966693968,0.517075856241454,0.00130531681224877,0.00132620635973479
"129",0.687633362940978,0.545441773161292,0.169016840681434,0.3892243655934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
