"";"Var1";"Var2";"res"
"1";0,01;0;0,60007648236111
"2";0,02;0;0,600305865102775
"3";0,03;0;0,600687957368637
"4";0,04;0;0,601222467840925
"5";0,05;0;0,601908875423487
"6";0,06;0;0,602746692059508
"7";0,07;0;0,603735203556695
"8";0,08;0;0,604873602665521
"9";0,09;0;0,606160963401251
"10";0,1;0;0,607596253643285
"11";0,11;0;0,609178325209409
"12";0,12;0;0,610906015113624
"13";0,13;0;0,612777703584089
"14";0,14;0;0,614792213035591
"15";0,15;0;0,616946090515882
"16";0,16;0;0,619243135835357
"17";0,17;0;0,621676218075834
"18";0,18;0;0,624245351138528
"19";0,19;0;0,626948672471978
"20";0,2;0;0,629784252405405
"21";0,21;0;0,632750599983358
"22";0,22;0;0,635844259799928
"23";0,23;0;0,639064459932383
"24";0,24;0;0,642408419678444
"25";0,25;0;0,645874351372284
"26";0,26;0;0,649459835166186
"27";0,27;0;0,653159993824663
"28";0,28;0;0,656980382861467
"29";0,29;0;0,660910862460756
"30";0,3;0;0,664951706334352
"31";0,31;0;0,669100568037674
"32";0,32;0;0,673355088523548
"33";0,33;0;0,677712648940801
"34";0,34;0;0,682171516676871
"35";0,35;0;0,68672896357503
"36";0,36;0;0,691382396723998
"37";0,37;0;0,696127577601346
"38";0,38;0;0,700968595125753
"39";0,39;0;0,70589632146345
"40";0,4;0;0,710910350957084
"41";0,41;0;0,716009156932901
"42";0,42;0;0,721189958905406
"43";0,43;0;0,726449816014467
"44";0,44;0;0,731788378650798
"45";0,45;0;0,737199367301557
"46";0,46;0;0,742687289987879
"47";0,47;0;0,748243704624736
"48";0,48;0;0,753868433616928
"49";0,49;0;0,759559241171243
"50";0,5;0;0,765313907995346
"51";0,51;0;0,771130219605106
"52";0,52;0;0,77700598284022
"53";0,53;0;0,782939012238813
"54";0,54;0;0,788927011577848
"55";0,55;0;0,794968062941473
"56";0,56;0;0,801059878891937
"57";0,57;0;0,807200422022849
"58";0,58;0;0,813387313770901
"59";0,59;0;0,819618439740297
"60";0,6;0;0,82589180884758
"61";0,61;0;0,832205187497467
"62";0,62;0;0,838556415282492
"63";0,63;0;0,844943324572781
"64";0,64;0;0,851363761030862
"65";0,65;0;0,857815434661521
"66";0,66;0;0,864296165238511
"67";0,67;0;0,870803493258187
"68";0,68;0;0,87733585004939
"69";0,69;0;0,883889940450018
"70";0,7;0;0,890463979604626
"71";0,71;0;0,897055426386043
"72";0,72;0;0,903661791014406
"73";0,73;0;0,910280535166391
"74";0,74;0;0,91689308434408
"75";0,75;0;0,923544295003846
"76";0,76;0;0,93018422874121
"77";0,77;0;0,936825258300074
"78";0,78;0;0,943464458703289
"79";0,79;0;0,950098897862478
"80";0,8;0;0,95672497500838
"81";0,81;0;0,963339245575326
"82";0,82;0;0,96993798048448
"83";0,83;0;0,976517221680488
"84";0,84;0;0,983072755743004
"85";0,85;0;0,989600056172292
"86";0,86;0;0,996094274681107
"87";0,87;0;NA
"88";0,88;0;NA
"89";0,89;0;NA
"90";0,9;0;NA
"91";0,91;0;NA
"92";0,92;0;NA
"93";0,93;0;NA
"94";0,94;0;NA
"95";0,95;0;NA
"96";0,96;0;NA
"97";0,97;0;NA
"98";0,98;0;NA
"99";0,99;0;NA
"100";0,01;0,01;0,600011526923562
"101";0,02;0,01;0,600147395375296
"102";0,03;0,01;0,600436132347775
"103";0,04;0,01;0,600877527223826
"104";0,05;0,01;0,601471154685653
"105";0,06;0,01;0,602216597491042
"106";0,07;0,01;0,603113226799932
"107";0,08;0,01;0,604160315105154
"108";0,09;0,01;0,60535701444617
"109";0,1;0,01;0,606702368138555
"110";0,11;0,01;0,608195301590259
"111";0,12;0,01;0,60983471841028
"112";0,13;0,01;0,611619080074558
"113";0,14;0,01;0,613547261155802
"114";0,15;0,01;0,615615944874748
"115";0,16;0,01;0,617828783718478
"116";0,17;0,01;0,620178909258926
"117";0,18;0,01;0,622666319784265
"118";0,19;0,01;0,62528920255754
"119";0,2;0,01;0,628045674469693
"120";0,21;0,01;0,630934275153979
"121";0,22;0,01;0,633951623206845
"122";0,23;0,01;0,637096953846046
"123";0,24;0,01;0,640367533325036
"124";0,25;0,01;0,643761595933594
"125";0,26;0,01;0,647276754005182
"126";0,27;0,01;0,650908200294404
"127";0,28;0,01;0,654661381195862
"128";0,29;0,01;0,658526301009594
"129";0,3;0,01;0,662503215976487
"130";0,31;0,01;0,66658979119427
